shannon_canon
224.87
26.77
328.92
243.91
77.16
40.32
103.25
51.44
83.93
130.21
422.27
347.26
157.66
79.55
48.38
24.16
272.94
239.37
49.88
161.2
537.7
137.4
53.29
328.29
82.59
88.68
126.46
195.78
12.87
83.69
15.35
106.51
77.65
146.5
122.69
134.2
73.57
84.57
134.48
168.54
116.64
325.58
241.24
431.85
56.32
72.16
131.66
147.07
169.54
8.17
114.57
281.19
131.29
82.85
155.68
258.02
7.61
342.43
110.16
185.21
127.0
105.97
139.4
83.23
112.8
139.25
347.27
177.18
135.45
77.9
181.35
119.14
129.87
151.18
119.71
141.5
88.88
85.89
253.28
154.87
173.07
48.3
137.52
128.07
58.2
22.07
102.21
185.21
230.74
43.92
166.01
112.78
139.05
72.45
76.75
132.06
183.06
48.84
76.78
61.01
78.65
159.57
201.13
47.2
47.2
133.49
152.48
232.97
27.63
170.14
54.73
431.1
120.02
149.81
132.35
163.62
138.04
320.6
171.54
107.59
155.98
487.59
110.53
69.53
27.76
90.64
92.69
111.27
109.85
141.39
62.11
247.98
197.26
39.32
561.8
486.0
85.21
74.72
157.31
62.55
104.24
55.28
183.21
52.51
107.69
69.28
112.72
184.34
154.12
167.93
382.43
55.48
80.76
57.35
284.97
188.33
114.05
71.42
123.14
225.91
108.65
56.32
174.08
208.02
193.22
153.47
159.13
68.16
86.02
313.94
107.31
305.05
58.81
352.11
78.34
112.12
50.77
66.91
65.67
149.73
73.83
62.87
102.22
83.64
39.45
36.3
176.05
123.05
82.08
90.84
98.83
41.29
98.65
101.76
80.52
90.68
96.54
84.44
109.72
81.96
432.17
100.64
166.79
128.1
87.9
90.1
90.33
88.81
115.64
80.13
63.26
208.31
101.43
183.14
220.49
184.87
90.52
260.44
52.38
113.32
132.52
206.04
81.3
116.43
20.49
116.9
44.77
446.5
245.52
661.98
134.31
151.71
143.38
80.13
82.78
385.7
370.75
133.62
154.51
117.8
181.81
27.93
26.48
103.95
137.9
144.29
161.79
80.13
24.38
155.3
180.62
69.65
80.22
177.15
119.83
103.1
102.02
600.87
199.06
111.06
280.41
114.33
96.56
26.34
158.42
160.58
73.18
382.99
451.8
241.34
105.9
115.74
272.44
95.72
169.5
308.2
232.03
138.88
131.51
148.69
97.61
190.67
138.26
93.01
94.67
127.91
144.67
142.76
116.81
130.68
130.79
115.8
285.53
240.73
115.03
144.77
146.82
121.38
94.17
131.11
232.99
96.09
276.36
150.14
130.56
127.98
132.45
201.39
130.95
115.45
282.51
187.83
123.15
128.32
139.3
112.14
415.25
418.64
66.7
170.38
128.42
129.17
132.67
178.24
139.17
178.02
117.44
96.18
414.58
99.64
116.05
227.18
112.14
101.88
576.06
288.4
65.84
129.49
114.38
118.18
135.22
248.95
101.37
107.8
328.47
165.78
96.02
95.09
199.23
123.11
109.05
110.75
102.66
112.39
152.01
174.05
253.71
101.55
102.83
118.36
89.98
97.44
90.67
77.72
3.66
64.38
124.95
37.9
98.15
47.28
65.36
110.75
208.74
175.73
80.25
248.9
61.52
108.58
97.68
106.3
210.92
178.6
50.52
323.1
112.53
25.48
65.83
178.88
124.43
122.53
236.29
144.52
217.12
125.16
108.9
89.42
144.12
521.23
262.23
112.0
61.8
99.26
110.79
138.73
245.68
221.33
191.4
356.03
175.04
88.24
131.06
338.68
160.46
92.57
96.32
147.75
166.61
96.07
223.84
358.52
106.66
303.32
338.69
162.82
63.55
409.14
138.88
156.24
505.21
150.92
121.43
15.11
52.25
283.21
133.24
242.27
96.29
163.37
113.85
50.58
137.56
48.38
119.06
115.47
106.83
50.3
118.91
289.04
254.62
114.21
123.76
129.12
134.32
142.49
87.73
134.82
237.57
128.87
170.24
103.06
86.22
250.97
130.51
247.09
26.8
136.94
74.18
147.51
623.69
135.13
41.71
246.96
40.82
173.36
200.56
926.71
122.01
71.36
45.18
224.92
133.84
107.92
47.69
24.07
43.04
114.56
48.4
218.56
55.54
71.02
28.98
57.77
179.76
28.34
74.51
80.02
108.42
123.24
160.85
46.55
239.24
59.09
49.5
140.49
59.05
356.15
96.67
138.8
241.34
58.46
104.82
97.2
61.23
101.73
80.48
121.07
92.31
68.84
116.94
94.46
22.92
350.91
99.17
99.17
87.74
90.4
160.57
181.16
33.27
12.12
119.13
111.23
119.77
27.04
49.8
120.85
33.06
61.38
253.8
341.42
69.44
61.99
54.07
83.82
88.78
172.68
203.28
93.75
102.83
115.16
76.34
85.41
19.72
81.47
162.8
100.4
99.69
300.48
66.28
49.87
118.64
41.99
70.83
36.6
181.31
29.97
191.69
189.59
246.55
141.26
80.83
119.99
69.83
57.18
35.38
197.16
90.35
149.61
48.29
22.27
62.98
110.61
84.6
85.07
71.71
537.52
127.77
170.48
45.97
72.61
101.63
109.33
145.25
262.74
129.22
63.94
67.61
132.66
25.47
211.84
51.54
234.82
124.87
50.21
29.24
120.17
108.33
117.85
21.53
84.62
104.44
61.74
192.01
205.66
59.57
337.25
168.02
113.45
126.92
171.4
74.26
42.16
49.65
122.33
37.29
46.84
218.89
88.3
67.1
251.66
50.43
108.55
302.98
10.68
141.33
118.6
66.12
78.13
296.44
57.47
97.28
476.69
272.18
155.51
127.88
44.78
100.01
81.82
138.97
80.92
152.65
186.78
167.31
263.11
50.21
122.56
131.88
38.05
225.57
52.74
131.9
73.58
104.78
166.22
23.09
140.07
135.76
202.21
81.02
140.24
63.97
115.89
91.61
195.2
392.91
41.42
27.23
154.69
177.58
108.82
105.3
105.63
151.07
338.94
171.68
332.08
246.1
117.26
46.74
186.4
120.15
117.96
81.61
45.37
148.45
